id,name,recordHolders_0_name,recordHolders_0_country_name,recordHolders_0_country_id,recordHolders_0_active,goatPoints,value
BestOf5H2HFinalsWinningPct,Greatest Best of 5 Head-to-Head Finals Winning Pct.,Bjorn Borg,Sweden,SWE,false,,100.00%
HardH2HFinalsWinningPct,Greatest Hard Head-to-Head Finals Winning Pct.,Rod Laver,Australia,AUS,false,,100.00%
ClayH2HFinalsWinningPct,Greatest Clay Head-to-Head Finals Winning Pct.,Rafael Nadal,Spain,ESP,true,,100.00%
GrassH2HFinalsWinningPct,Greatest Grass Head-to-Head Finals Winning Pct.,Rod Laver,Australia,AUS,false,,100.00%
CarpetH2HFinalsWinningPct,Greatest Carpet Head-to-Head Finals Winning Pct.,Jimmy Connors,United States,USA,false,,100.00%
OutdoorH2HFinalsWinningPct,Greatest Outdoor Head-to-Head Finals Winning Pct.,Rafael Nadal,Spain,ESP,true,,100.00%
IndoorH2HFinalsWinningPct,Greatest Indoor Head-to-Head Finals Winning Pct.,Jimmy Connors,United States,USA,false,,100.00%
MostH2HSeriesPlayed,Most Head-to-Head Series Played,Jimmy Connors,United States,USA,false,,189
MostH2HSeriesWon,Most Head-to-Head Series Won,Jimmy Connors,United States,USA,false,,171
LeastH2HSeriesLost,Least Head-to-Head Series Lost,Bjorn Borg,Sweden,SWE,false,,2
MostH2HSeriesDraw,Most Head-to-Head Series Draw,Jurgen Melzer,Austria,AUT,false,,18
H2HSeriesWinningPct,Greatest Head-to-Head Series Winning Pct.,Rafael Nadal,Spain,ESP,true,"2, 1",97.06%
MostH2HSeriesPlayedVsNo1,Most Head-to-Head Series Played Vs Once No. 1,Andre Agassi,United States,USA,false,,18
MostH2HSeriesPlayedVsTop5,Most Head-to-Head Series Played Vs Once Top 5,Andre Agassi,United States,USA,false,,48
MostH2HSeriesPlayedVsTop10,Most Head-to-Head Series Played Vs Once Top 10,Roger Federer,Switzerland,SUI,true,,77
MostH2HSeriesWonVsNo1,Most Head-to-Head Series Won Vs Once No. 1,Pete Sampras,United States,USA,false,,12
MostH2HSeriesWonVsTop5,Most Head-to-Head Series Won Vs Once Top 5,Roger Federer,Switzerland,SUI,true,,36
MostH2HSeriesWonVsTop10,Most Head-to-Head Series Won Vs Once Top 10,Roger Federer,Switzerland,SUI,true,,64
H2HSeriesWinningPctVsNo1,Greatest Head-to-Head Series Winning Pct. Vs Once No. 1,Rafael Nadal,Spain,ESP,true,,85.71%
H2HSeriesWinningPctVsTop5,Greatest Head-to-Head Series Winning Pct. Vs Once Top 5,Bjorn Borg,Sweden,SWE,false,,93.18%
H2HSeriesWinningPctVsTop10,Greatest Head-to-Head Series Winning Pct. Vs Once Top 10,Rafael Nadal,Spain,ESP,true,,96.15%
HighestOpponentRank,Highest  Mean Opponent Rank,Novak Djokovic,Serbia,SRB,true,,23.7
HighestGrandSlamOpponentRank,Highest Grand Slam  Mean Opponent Rank,Juan Martin Del Potro,Argentina,ARG,true,,26.6
HighestTourFinalsOpponentRank,Highest Tour Finals  Mean Opponent Rank,Tomas Berdych,Czech Republic,CZE,false,,3.2
HighestAltFinalsOpponentRank,Highest Alternative Tour Finals  Mean Opponent Rank,Magnus Larsson,Sweden,SWE,false,,3.5
HighestMastersOpponentRank,Highest Masters  Mean Opponent Rank,Novak Djokovic,Serbia,SRB,true,,19.1
HighestOlympicsOpponentRank,Highest Olympics  Mean Opponent Rank,Juan Martin Del Potro,Argentina,ARG,true,,10
HighestATP500OpponentRank,Highest ATP 500/CS  Mean Opponent Rank,Earl Butch Buchholz,United States,USA,false,,10.2
HighestATP250OpponentRank,Highest ATP 250/WS  Mean Opponent Rank,Fred Stolle,Australia,AUS,false,,35
HighestDavisCupOpponentRank,Highest Davis Cup  Mean Opponent Rank,Pete Sampras,United States,USA,false,,24.7
HighestHardOpponentRank,Highest Hard  Mean Opponent Rank,Novak Djokovic,Serbia,SRB,true,,21.4
HighestClayOpponentRank,Highest Clay  Mean Opponent Rank,Rafael Nadal,Spain,ESP,true,,25.1
HighestGrassOpponentRank,Highest Grass  Mean Opponent Rank,Juan Martin Del Potro,Argentina,ARG,true,,30.2
HighestCarpetOpponentRank,Highest Carpet  Mean Opponent Rank,Earl Butch Buchholz,United States,USA,false,,11.4
HighestOutdoorOpponentRank,Highest Outdoor  Mean Opponent Rank,Novak Djokovic,Serbia,SRB,true,,25.3
HighestIndoorOpponentRank,Highest Indoor  Mean Opponent Rank,Earl Butch Buchholz,United States,USA,false,,11.3
HighestSeasonOpponentRank,Highest  Mean Opponent Rank in Single Season,Richard Pancho Gonzales,United States,USA,false,,12.7
HighestSeasonHardOpponentRank,Highest Hard  Mean Opponent Rank in Single Season,Fred Stolle,Australia,AUS,false,,4
HighestSeasonClayOpponentRank,Highest Clay  Mean Opponent Rank in Single Season,Vitas Gerulaitis,United States,USA,false,,12.6
HighestSeasonGrassOpponentRank,Highest Grass  Mean Opponent Rank in Single Season,Philipp Kohlschreiber,Germany,GER,true,,10.4
HighestSeasonCarpetOpponentRank,Highest Carpet  Mean Opponent Rank in Single Season,Richard Pancho Gonzales,United States,USA,false,,3.8
HighestSeasonOutdoorOpponentRank,Highest Outdoor  Mean Opponent Rank in Single Season,Ove Nils Bengtson,Sweden,SWE,false,,14.1
HighestSeasonIndoorOpponentRank,Highest Indoor  Mean Opponent Rank in Single Season,Richard Pancho Gonzales,United States,USA,false,,2.9
HighestTitleOpponentRank,Highest Mean Opponent Rank Winning Title,Andre Agassi,United States,USA,false,,2.4
HighestTitleGrandSlamOpponentRank,Highest Mean Opponent Rank Winning Grand Slam Title,Stan Wawrinka,Switzerland,SUI,true,,11.1
HighestTitleTourFinalsOpponentRank,Highest Mean Opponent Rank Winning Tour Finals Title,Andre Agassi,United States,USA,false,,2.4
HighestTitleAltFinalsOpponentRank,Highest Mean Opponent Rank Winning Alternative Tour Finals Title,Ken Rosewall,Australia,AUS,false,,2.9
HighestTitleMastersOpponentRank,Highest Mean Opponent Rank Winning Masters Title,Tony Roche,Australia,AUS,false,,5.1
HighestTitleOlympicsOpponentRank,Highest Mean Opponent Rank Winning Olympics Title,Andy Murray,United Kingdom,GBR,true,,10.2
HighestTitlesOpponentRank,Highest Mean Opponent Rank Winning Titles,Earl Butch Buchholz,United States,USA,false,,7.6
HighestTitlesGrandSlamOpponentRank,Highest Mean Opponent Rank Winning Grand Slam Titles,Stan Wawrinka,Switzerland,SUI,true,,17.8
HighestTitlesTourFinalsOpponentRank,Highest Mean Opponent Rank Winning Tour Finals Titles,Alexander Zverev,Germany,GER,true,,3
HighestTitlesMastersOpponentRank,Highest Mean Opponent Rank Winning Masters Titles,David Nalbandian,Argentina,ARG,false,,6.8
HighestNo1OpponentRankPct,Highest No. 1 Opponent Rank Pct.,Fred Stolle,Australia,AUS,false,,6.49%
HighestTop5OpponentRankPct,Highest Top 5 Opponent Rank Pct.,Richard Pancho Gonzales,United States,USA,false,,22.08%
HighestTop10OpponentRankPct,Highest Top 10 Opponent Rank Pct.,Fred Stolle,Australia,AUS,false,,32.74%
HighestGrandSlamNo1OpponentRankPct,Highest Grand Slam No. 1 Opponent Rank Pct.,Mark Cox,United Kingdom,GBR,false,,7.81%
HighestGrandSlamTop5OpponentRankPct,Highest Grand Slam Top 5 Opponent Rank Pct.,Juan Martin Del Potro,Argentina,ARG,true,,18.80%
HighestGrandSlamTop10OpponentRankPct,Highest Grand Slam Top 10 Opponent Rank Pct.,Mario Ancic,Croatia,CRO,false,,26.56%
HighestMastersNo1OpponentRankPct,Highest Masters No. 1 Opponent Rank Pct.,Tony Roche,Australia,AUS,false,,7.96%
HighestMastersTop5OpponentRankPct,Highest Masters Top 5 Opponent Rank Pct.,Richard Pancho Gonzales,United States,USA,false,,25.42%
HighestMastersTop10OpponentRankPct,Highest Masters Top 10 Opponent Rank Pct.,Richard Pancho Gonzales,United States,USA,false,,40.68%
HighestHardNo1OpponentRankPct,Highest Hard No. 1 Opponent Rank Pct.,Fred Stolle,Australia,AUS,false,,7.21%
HighestHardTop5OpponentRankPct,Highest Hard Top 5 Opponent Rank Pct.,Andres Gimeno,Spain,ESP,false,,22.22%
HighestHardTop10OpponentRankPct,Highest Hard Top 10 Opponent Rank Pct.,Andres Gimeno,Spain,ESP,false,,32.41%
HighestClayNo1OpponentRankPct,Highest Clay No. 1 Opponent Rank Pct.,Roy Emerson,Australia,AUS,false,,6.93%
HighestClayTop5OpponentRankPct,Highest Clay Top 5 Opponent Rank Pct.,Novak Djokovic,Serbia,SRB,true,,16.17%
HighestClayTop10OpponentRankPct,Highest Clay Top 10 Opponent Rank Pct.,Rod Laver,Australia,AUS,false,,28.57%
HighestGrassNo1OpponentRankPct,Highest Grass No. 1 Opponent Rank Pct.,Juan Martin Del Potro,Argentina,ARG,true,,8.77%
HighestGrassTop5OpponentRankPct,Highest Grass Top 5 Opponent Rank Pct.,Juan Martin Del Potro,Argentina,ARG,true,,19.30%
HighestGrassTop10OpponentRankPct,Highest Grass Top 10 Opponent Rank Pct.,Nikola Pilic,Croatia,CRO,false,,25.51%
HighestCarpetNo1OpponentRankPct,Highest Carpet No. 1 Opponent Rank Pct.,Dennis Ralston,United States,USA,false,,9.00%
HighestCarpetTop5OpponentRankPct,Highest Carpet Top 5 Opponent Rank Pct.,Richard Pancho Gonzales,United States,USA,false,,32.73%
HighestCarpetTop10OpponentRankPct,Highest Carpet Top 10 Opponent Rank Pct.,Dennis Ralston,United States,USA,false,,48.00%
HighestOutdoorNo1OpponentRankPct,Highest Outdoor No. 1 Opponent Rank Pct.,Fred Stolle,Australia,AUS,false,,6.40%
HighestOutdoorTop5OpponentRankPct,Highest Outdoor Top 5 Opponent Rank Pct.,Fred Stolle,Australia,AUS,false,,19.20%
HighestOutdoorTop10OpponentRankPct,Highest Outdoor Top 10 Opponent Rank Pct.,Fred Stolle,Australia,AUS,false,,29.20%
HighestIndoorNo1OpponentRankPct,Highest Indoor No. 1 Opponent Rank Pct.,Richard Pancho Gonzales,United States,USA,false,,10.67%
HighestIndoorTop5OpponentRankPct,Highest Indoor Top 5 Opponent Rank Pct.,Richard Pancho Gonzales,United States,USA,false,,36.00%
HighestIndoorTop10OpponentRankPct,Highest Indoor Top 10 Opponent Rank Pct.,Richard Pancho Gonzales,United States,USA,false,,48.00%
SeasonHighestNo1OpponentRankPct,Highest No. 1 Opponent Rank Pct. in Single Season,Richard Pancho Gonzales,United States,USA,false,,16.67%
SeasonHighestTop5OpponentRankPct,Highest Top 5 Opponent Rank Pct. in Single Season,Richard Pancho Gonzales,United States,USA,false,,50.00%
SeasonHighestTop10OpponentRankPct,Highest Top 10 Opponent Rank Pct. in Single Season,Richard Pancho Gonzales,United States,USA,false,,66.67%
HighestOpponentEloRating,Highest  Mean Opponent Elo Rating,Novak Djokovic,Serbia,SRB,true,1,2039.8
HighestGrandSlamOpponentEloRating,Highest Grand Slam  Mean Opponent Elo Rating,Novak Djokovic,Serbia,SRB,true,"2, 1",2030.4
HighestTourFinalsOpponentEloRating,Highest Tour Finals  Mean Opponent Elo Rating,Kei Nishikori,Japan,JPN,true,1,2342.4
HighestAltFinalsOpponentEloRating,Highest Alternative Tour Finals  Mean Opponent Elo Rating,Dick Stockton,United States,USA,false,,2271.8
HighestMastersOpponentEloRating,Highest Masters  Mean Opponent Elo Rating,Novak Djokovic,Serbia,SRB,true,1,2073.9
HighestOlympicsOpponentEloRating,Highest Olympics  Mean Opponent Elo Rating,Juan Martin Del Potro,Argentina,ARG,true,,2172.3
HighestATP500OpponentEloRating,Highest ATP 500/CS  Mean Opponent Elo Rating,Earl Butch Buchholz,United States,USA,false,,2144.2
HighestATP250OpponentEloRating,Highest ATP 250/WS  Mean Opponent Elo Rating,Fred Stolle,Australia,AUS,false,,1999.1
HighestDavisCupOpponentEloRating,Highest Davis Cup  Mean Opponent Elo Rating,Ivan Lendl,United States,USA,false,,2026.2
HighestHardOpponentEloRating,Highest Hard  Mean Opponent Elo Rating,Novak Djokovic,Serbia,SRB,true,,2053.6
HighestClayOpponentEloRating,Highest Clay  Mean Opponent Elo Rating,Rafael Nadal,Spain,ESP,true,,2024.5
HighestGrassOpponentEloRating,Highest Grass  Mean Opponent Elo Rating,Novak Djokovic,Serbia,SRB,true,,2012
HighestCarpetOpponentEloRating,Highest Carpet  Mean Opponent Elo Rating,Earl Butch Buchholz,United States,USA,false,,2121.3
HighestOutdoorOpponentEloRating,Highest Outdoor  Mean Opponent Elo Rating,Novak Djokovic,Serbia,SRB,true,,2034.4
HighestIndoorOpponentEloRating,Highest Indoor  Mean Opponent Elo Rating,Earl Butch Buchholz,United States,USA,false,,2122.5
HighestSeasonOpponentEloRating,Highest  Mean Opponent Elo Rating in Single Season,Richard Pancho Gonzales,United States,USA,false,,2117.1
HighestSeasonHardOpponentEloRating,Highest Hard  Mean Opponent Elo Rating in Single Season,Fred Stolle,Australia,AUS,false,,2231.1
HighestSeasonClayOpponentEloRating,Highest Clay  Mean Opponent Elo Rating in Single Season,Andy Murray,United Kingdom,GBR,true,,2136
HighestSeasonGrassOpponentEloRating,Highest Grass  Mean Opponent Elo Rating in Single Season,Philipp Kohlschreiber,Germany,GER,true,,2204
HighestSeasonCarpetOpponentEloRating,Highest Carpet  Mean Opponent Elo Rating in Single Season,Richard Pancho Gonzales,United States,USA,false,,2255.1
HighestSeasonOutdoorOpponentEloRating,Highest Outdoor  Mean Opponent Elo Rating in Single Season,Novak Djokovic,Serbia,SRB,true,,2086.5
HighestSeasonIndoorOpponentEloRating,Highest Indoor  Mean Opponent Elo Rating in Single Season,Richard Pancho Gonzales,United States,USA,false,,2281
HighestTitleOpponentEloRating,Highest Mean Opponent Elo Rating Winning Title,John McEnroe,United States,USA,false,,2369.7
HighestTitleGrandSlamOpponentEloRating,Highest Mean Opponent Elo Rating Winning Grand Slam Title,Stan Wawrinka,Switzerland,SUI,true,,2167.7
HighestTitleTourFinalsOpponentEloRating,Highest Mean Opponent Elo Rating Winning Tour Finals Title,Ivan Lendl,United States,USA,false,,2364.3
HighestTitleAltFinalsOpponentEloRating,Highest Mean Opponent Elo Rating Winning Alternative Tour Finals Title,John McEnroe,United States,USA,false,,2369.7
HighestTitleMastersOpponentEloRating,Highest Mean Opponent Elo Rating Winning Masters Title,Novak Djokovic,Serbia,SRB,true,,2237.8
HighestTitleOlympicsOpponentEloRating,Highest Mean Opponent Elo Rating Winning Olympics Title,Andy Murray,United Kingdom,GBR,true,,2176.3
HighestTitlesOpponentEloRating,Highest Mean Opponent Elo Rating Winning Titles,Earl Butch Buchholz,United States,USA,false,,2170.6
HighestTitlesGrandSlamOpponentEloRating,Highest Mean Opponent Elo Rating Winning Grand Slam Titles,Stan Wawrinka,Switzerland,SUI,true,,2117
HighestTitlesTourFinalsOpponentEloRating,Highest Mean Opponent Elo Rating Winning Tour Finals Titles,Bjorn Borg,Sweden,SWE,false,,2305.4
HighestTitlesMastersOpponentEloRating,Highest Mean Opponent Elo Rating Winning Masters Titles,David Nalbandian,Argentina,ARG,false,,2188.1
Bagels,Most Bagels Scored,Jimmy Connors,United States,USA,false,,198
GrandSlamBagels,Most Grand Slam Bagels Scored,Andre Agassi,United States,USA,false,,50
TourFinalsBagels,Most Tour Finals Bagels Scored,Roger Federer,Switzerland,SUI,true,,9
AltFinalsBagels,Most Alternative Tour Finals Bagels Scored,Andre Agassi,United States,USA,false,,4
MastersBagels,Most Masters Bagels Scored,Novak Djokovic,Serbia,SRB,true,,40
OlympicsBagels,Most Olympics Bagels Scored,Andrei Cherkasov,Russian Federation,RUS,false,,4
ATP500Bagels,Most ATP 500/CS Bagels Scored,Jimmy Connors,United States,USA,false,,38
ATP250Bagels,Most ATP 250/WS Bagels Scored,Manuel Orantes,Spain,ESP,false,,84
DavisCupBagels,Most Davis Cup Bagels Scored,Ilie Nastase,Romania,ROU,false,,25
HardBagels,Most Hard Bagels Scored,Jimmy Connors,United States,USA,false,,90
ClayBagels,Most Clay Bagels Scored,Guillermo Vilas,Argentina,ARG,false,,128
GrassBagels,Most Grass Bagels Scored,Jimmy Connors,United States,USA,false,,22
CarpetBagels,Most Carpet Bagels Scored,Jimmy Connors,United States,USA,false,,51
OutdoorBagels,Most Outdoor Bagels Scored,Guillermo Vilas,Argentina,ARG,false,,140
IndoorBagels,Most Indoor Bagels Scored,Jimmy Connors,United States,USA,false,,70
VsNo1Bagels,Most Bagels Scored Vs No. 1,Rafael Nadal,Spain,ESP,true,,3
VsTop5Bagels,Most Bagels Scored Vs Top 5,Jimmy Connors,United States,USA,false,,13
VsTop10Bagels,Most Bagels Scored Vs Top 10,Roger Federer,Switzerland,SUI,true,,27
SeasonBagels,Most Bagels Scored in Single Season,Bjorn Borg,Sweden,SWE,false,,30
TournamentBagels,Most Bagels Scored at Single Tournament,Rafael Nadal,Spain,ESP,true,,23
BagelsPct,Greatest Bagels Scored Pct.,Kent Carlsson,Sweden,SWE,false,,6.63%
GrandSlamBagelsPct,Greatest Grand Slam Bagels Scored Pct.,Corrado Barazzutti,Italy,ITA,false,,6.79%
TourFinalsBagelsPct,Greatest Tour Finals Bagels Scored Pct.,Roger Federer,Switzerland,SUI,true,,4.84%
AltFinalsBagelsPct,Greatest Alternative Tour Finals Bagels Scored Pct.,Andre Agassi,United States,USA,false,,13.79%
MastersBagelsPct,Greatest Masters Bagels Scored Pct.,Bjorn Borg,Sweden,SWE,false,,5.86%
OlympicsBagelsPct,Greatest Olympics Bagels Scored Pct.,Jaime Yzaga,Peru,PER,false,,20.00%
ATP500BagelsPct,Greatest ATP 500/CS Bagels Scored Pct.,Eddie Dibbs,United States,USA,false,,6.12%
ATP250BagelsPct,Greatest ATP 250/WS Bagels Scored Pct.,Kent Carlsson,Sweden,SWE,false,,7.28%
DavisCupBagelsPct,Greatest Davis Cup Bagels Scored Pct.,Romeo Rafon,Philippines,PHI,false,,19.23%
HardBagelsPct,Greatest Hard Bagels Scored Pct.,Bjorn Borg,Sweden,SWE,false,,6.07%
ClayBagelsPct,Greatest Clay Bagels Scored Pct.,Bjorn Borg,Sweden,SWE,false,,9.35%
GrassBagelsPct,Greatest Grass Bagels Scored Pct.,Roy Emerson,Australia,AUS,false,,4.98%
CarpetBagelsPct,Greatest Carpet Bagels Scored Pct.,Joakim Nystrom,Sweden,SWE,false,,5.19%
OutdoorBagelsPct,Greatest Outdoor Bagels Scored Pct.,Bjorn Borg,Sweden,SWE,false,,7.36%
IndoorBagelsPct,Greatest Indoor Bagels Scored Pct.,Jimmy Connors,United States,USA,false,,4.93%
VsNo1BagelsPct,Greatest Bagels Scored Pct. Vs No. 1,Guillermo Vilas,Argentina,ARG,false,,6.67%
VsTop5BagelsPct,Greatest Bagels Scored Pct. Vs Top 5,Peter Lundgren,Sweden,SWE,false,,4.55%
VsTop10BagelsPct,Greatest Bagels Scored Pct. Vs Top 10,Damir Keretic,Germany,GER,false,,4.17%
SeasonBagelsPct,Greatest Bagels Scored Pct. in Single Season,Toshiro Sakai,Japan,JPN,false,,14.00%
TournamentBagelsPct,Greatest Bagels Scored Pct. at Single Tournament,Bjorn Borg,Sweden,SWE,false,,14.55%
Breadsticks,Most Breadsticks Scored,Jimmy Connors,United States,USA,false,,444
GrandSlamBreadsticks,Most Grand Slam Breadsticks Scored,Novak Djokovic,Serbia,SRB,true,,143
TourFinalsBreadsticks,Most Tour Finals Breadsticks Scored,Roger Federer,Switzerland,SUI,true,,16
AltFinalsBreadsticks,Most Alternative Tour Finals Breadsticks Scored,Rod Laver,Australia,AUS,false,,8
MastersBreadsticks,Most Masters Breadsticks Scored,Rafael Nadal,Spain,ESP,true,,121
OlympicsBreadsticks,Most Olympics Breadsticks Scored,Fabrice Santoro,France,FRA,false,,9
ATP500Breadsticks,Most ATP 500/CS Breadsticks Scored,Jimmy Connors,United States,USA,false,,76
ATP250Breadsticks,Most ATP 250/WS Breadsticks Scored,Ilie Nastase,Romania,ROU,false,,170
DavisCupBreadsticks,Most Davis Cup Breadsticks Scored,Ramon Delgado,Paraguay,PAR,false,,30
HardBreadsticks,Most Hard Breadsticks Scored,Novak Djokovic,Serbia,SRB,true,,207
ClayBreadsticks,Most Clay Breadsticks Scored,Guillermo Vilas,Argentina,ARG,false,,284
GrassBreadsticks,Most Grass Breadsticks Scored,Jimmy Connors,United States,USA,false,,58
CarpetBreadsticks,Most Carpet Breadsticks Scored,John McEnroe,United States,USA,false,,111
OutdoorBreadsticks,Most Outdoor Breadsticks Scored,Rafael Nadal,Spain,ESP,true,,342
IndoorBreadsticks,Most Indoor Breadsticks Scored,Jimmy Connors,United States,USA,false,,161
VsNo1Breadsticks,Most Breadsticks Scored Vs No. 1,Rafael Nadal,Spain,ESP,true,,6
VsTop5Breadsticks,Most Breadsticks Scored Vs Top 5,Novak Djokovic,Serbia,SRB,true,,33
VsTop10Breadsticks,Most Breadsticks Scored Vs Top 10,Novak Djokovic,Serbia,SRB,true,,64
SeasonBreadsticks,Most Breadsticks Scored in Single Season,Ivan Lendl,United States,USA,false,,51
TournamentBreadsticks,Most Breadsticks Scored at Single Tournament,Rafael Nadal,Spain,ESP,true,,61
BreadsticksPct,Greatest Breadsticks Scored Pct.,Kent Carlsson,Sweden,SWE,false,,15.59%
GrandSlamBreadsticksPct,Greatest Grand Slam Breadsticks Scored Pct.,Andres Gimeno,Spain,ESP,false,,14.45%
TourFinalsBreadsticksPct,Greatest Tour Finals Breadsticks Scored Pct.,Novak Djokovic,Serbia,SRB,true,,9.85%
AltFinalsBreadsticksPct,Greatest Alternative Tour Finals Breadsticks Scored Pct.,Guillermo Vilas,Argentina,ARG,false,,28.57%
MastersBreadsticksPct,Greatest Masters Breadsticks Scored Pct.,Ivan Lendl,United States,USA,false,,12.72%
OlympicsBreadsticksPct,Greatest Olympics Breadsticks Scored Pct.,Alexander Zverev,Germany,GER,true,,30.77%
ATP500BreadsticksPct,Greatest ATP 500/CS Breadsticks Scored Pct.,Gene Mayer,United States,USA,false,,17.89%
ATP250BreadsticksPct,Greatest ATP 250/WS Breadsticks Scored Pct.,Kent Carlsson,Sweden,SWE,false,,17.22%
DavisCupBreadsticksPct,Greatest Davis Cup Breadsticks Scored Pct.,Jan Hordijk,Netherlands,NED,false,,22.64%
HardBreadsticksPct,Greatest Hard Breadsticks Scored Pct.,Gene Mayer,United States,USA,false,,15.54%
ClayBreadsticksPct,Greatest Clay Breadsticks Scored Pct.,Kent Carlsson,Sweden,SWE,false,,16.56%
GrassBreadsticksPct,Greatest Grass Breadsticks Scored Pct.,Bjorn Borg,Sweden,SWE,false,,10.65%
CarpetBreadsticksPct,Greatest Carpet Breadsticks Scored Pct.,Gene Mayer,United States,USA,false,,12.03%
OutdoorBreadsticksPct,Greatest Outdoor Breadsticks Scored Pct.,Kent Carlsson,Sweden,SWE,false,,15.94%
IndoorBreadsticksPct,Greatest Indoor Breadsticks Scored Pct.,Gene Mayer,United States,USA,false,,11.88%
VsNo1BreadsticksPct,Greatest Breadsticks Scored Pct. Vs No. 1,Sergi Bruguera,Spain,ESP,false,,14.29%
VsTop5BreadsticksPct,Greatest Breadsticks Scored Pct. Vs Top 5,Alberto Mancini,Argentina,ARG,false,,9.76%
VsTop10BreadsticksPct,Greatest Breadsticks Scored Pct. Vs Top 10,Alberto Mancini,Argentina,ARG,false,,7.46%
SeasonBreadsticksPct,Greatest Breadsticks Scored Pct. in Single Season,Kent Carlsson,Sweden,SWE,false,,20.00%
TournamentBreadsticksPct,Greatest Breadsticks Scored Pct. at Single Tournament,Eliot Teltscher,United States,USA,false,,28.89%
GOATPoints,Most GOAT Points,Novak Djokovic,Serbia,SRB,true,,966
TournamentGOATPoints,Most Tournament GOAT Points,Roger Federer,Switzerland,SUI,true,,566
RankingGOATPoints,Most Ranking GOAT Points,Novak Djokovic,Serbia,SRB,true,,216
YearEndRankingGOATPoints,Most Year-End Ranking GOAT Points,Novak Djokovic,Serbia,SRB,true,,83
WeeksAtNo1GOATPoints,Most Weeks at No. 1 GOAT Points,Novak Djokovic,Serbia,SRB,true,,36
WeeksAtEloTopNGOATPoints,Most Weeks at Elo Top 5 GOAT Points,Roger Federer,Switzerland,SUI,true,,59
BestEloRatingGOATPoints,Most Peak Elo Rating GOAT Points,Bjorn Borg,Sweden,SWE,false,,43
AchievementsGOATPoints,Most Achievements GOAT Points,Novak Djokovic,Serbia,SRB,true,,222
GrandSlamGOATPoints,Most Grand Slam GOAT Points,Novak Djokovic,Serbia,SRB,true,,42
BigWinsGOATPoints,Most Big Wins GOAT Points,Novak Djokovic,Serbia,SRB,true,,46
H2HGOATPoints,Most Head-to-Head GOAT Points,Novak Djokovic,Serbia,SRB,true,,26
RecordsGOATPoints,Most Records GOAT Points,Novak Djokovic,Serbia,SRB,true,,76
BestSeasonsGOATPoints,Most Best Seasons GOAT Points,Novak Djokovic,Serbia,SRB,true,,9
GreatestRivalriesGOATPoints,Most Greatest Rivalries GOAT Points,Novak Djokovic,Serbia,SRB,true,,8
PerformanceGOATPoints,Most Performance GOAT Points,Bjorn Borg,Sweden,SWE,false,,20
StatisticsGOATPoints,Most Statistics GOAT Points,Rafael Nadal,Spain,ESP,true,,9
SeasonGOATPoints,Most GOAT Points in Single Season,Novak Djokovic,Serbia,SRB,true,,91
SeasonTournamentGOATPoints,Most Tournament GOAT Points in Single Season,Novak Djokovic,Serbia,SRB,true,,64
SeasonRankingGOATPoints,Most Ranking GOAT Points in Single Season,Rod Laver,Australia,AUS,false,,18
SeasonWeeksAtNo1GOATPoints,Most Weeks at No. 1 GOAT Points in Single Season,Rod Laver,Australia,AUS,false,,5.2
SeasonWeeksAtEloTopNGOATPoints,Most Weeks at Elo Top 5 GOAT Points in Single Season,Rod Laver,Australia,AUS,false,,5.2
SeasonAchievementsGOATPoints,Most Achievements GOAT Points in Single Season,Rod Laver,Australia,AUS,false,,14
SeasonBigWinsGOATPoints,Most Big Wins GOAT Points in Single Season,Novak Djokovic,Serbia,SRB,true,,7.4
SeasonGrandSlamGOATPoints,Most Grand Slam GOAT Points in Single Season,Rod Laver,Australia,AUS,false,,8
LongestGOATPointsSpan,Longest First GOAT Point to Last GOAT Point,Roger Federer,Switzerland,SUI,true,,21
ConsecutiveSeasonsWithGOATPoints,Most Consecutive Seasons With at Least One GOAT Point,Roger Federer,Switzerland,SUI,true,,21
SingleTournamentGOATPoints,Most GOAT Points at Single Tournament,Rafael Nadal,Spain,ESP,true,,119
SingleTournamentTournamentGOATPoints,Most Tournament GOAT Points at Single Tournament,Rafael Nadal,Spain,ESP,true,,107
SingleTournamentBigWinsGOATPoints,Most Big Wins GOAT Points at Single Tournament,Rafael Nadal,Spain,ESP,true,,11.7
HardGOATPoints,Most Hard GOAT Points,Novak Djokovic,Serbia,SRB,true,,471
HardTournamentGOATPoints,Most Hard Tournament GOAT Points,Roger Federer,Switzerland,SUI,true,,370
HardRankingGOATPoints,Most Hard Ranking GOAT Points,Novak Djokovic,Serbia,SRB,true,,48
HardWeeksAtEloTopNGOATPoints,Most Hard Weeks at Elo Top 5 GOAT Points,Roger Federer,Switzerland,SUI,true,,32
HardBestEloRatingGOATPoints,Most Hard Peak Elo Rating GOAT Points,Novak Djokovic,Serbia,SRB,true,,16
HardAchievementsGOATPoints,Most Hard Achievements GOAT Points,Novak Djokovic,Serbia,SRB,true,,71
HardBigWinsGOATPoints,Most Hard Big Wins GOAT Points,Novak Djokovic,Serbia,SRB,true,,32
HardH2HGOATPoints,Most Hard Head-to-Head GOAT Points,Novak Djokovic,Serbia,SRB,true,,13
HardRecordsGOATPoints,Most Hard Records GOAT Points,Novak Djokovic,Serbia,SRB,true,,14
HardBestSeasonsGOATPoints,Most Hard Best Seasons GOAT Points,Novak Djokovic,Serbia,SRB,true,,6
